Timer,ID,Station,Code Station,Carte de crédit,Etat de la station,Nb bornes disponibles,Nombres de bornes en station,Nombre vélo en PARK+,Nb vélo mécanique,Nb vélo électrique,Etat kiosque,Overflowactivation,geo
2020-02-08 12:44:01,fb46c791cdbe0e48e16d638767bf417f965290db,Gare RER de Gentilly,42504,no,Operative,1,1,0,1,4,yes,no,"[48.814280450380224, 2.3410347104072575]"
2020-02-08 12:44:01,8fc3b8b8458c72dbb024e1fa634f037a73c433ca,Place de la Porte de Paris,32016,yes,Work in progress,39,40,0,0,1,yes,no,"[48.930292, 2.356183]"
2020-02-08 12:44:01,685953cff5040c3f3919777a84a4a01473792e28,Boyer - Ménilmontant,20121,no,Operative,17,19,0,1,1,yes,no,"[48.86889516267913, 2.3919824145634565]"
2020-02-08 12:44:01,7f47ba320dadb6aa3e4f8c911917f4d8f5f5d864,Aristide Briand - Place de la Résistance,21302,yes,Operative,7,25,0,15,3,yes,no,"[48.82124248401006, 2.2511002421379094]"
2020-02-08 12:44:01,ff6b3fae7a8f73af856aa1e083dfe144b38d41bd,Place Jean Ferrat,42015,no,Operative,25,25,0,0,0,yes,no,"[48.8184945213025, 2.3744174838066106]"
2020-02-08 12:44:01,d25d832fdd558b8a94d8ffa4082e4559630dfe5e,Flandre - Alphonse Karr,19008,yes,Operative,0,0,0,0,3,yes,no,"[48.89465, 2.381868]"
2020-02-08 12:44:01,6986931f014550afabe66060f72fe201092ac290,Villiers de l'Isle Adam - Pyrénées,20111,no,Operative,19,20,0,1,0,yes,no,"[48.867362, 2.396222]"
2020-02-08 12:44:01,cb9b32f72aa991565c1bb8ffe1e4ebc94fb50204,Charenton - Diderot,12009,yes,Operative,5,18,0,11,2,yes,no,"[48.84617146118711, 2.3793068155646324]"
2020-02-08 12:44:01,76599ac56c1dfa961c4bda965382d09946774e94,Saint Georges - d'Aumale,9021,yes,Operative,19,23,0,1,2,yes,no,"[48.87778639599673, 2.337429821491241]"
2020-02-08 12:44:01,1bfd1e2c824757c114ac607d458d83b2b20dd14f,Stalingrad - Désiré Chevalier,31010,no,Operative,38,42,0,1,1,yes,no,"[48.85670169739857, 2.445072233676911]"
2020-02-08 12:44:01,85b71957db53b79fd952869936ff010cfde8c925,Porte d'Ivry,13041,no,Operative,0,0,0,3,3,yes,no,"[48.82176874759649, 2.3688706755638127]"
2020-02-08 12:44:01,9820cb895c16dd5014f1862d2a0f32b297b63058,Saint-Jacques - Soufflot,5006,yes,Operative,16,19,0,1,2,yes,no,"[48.8465255, 2.343099]"
2020-02-08 12:44:01,85f2b4e943fd81d96ddf4af8e7b20b1113662a8b,Hôtel de Ville de Nanterre,92008,yes,Operative,32,38,0,1,5,yes,no,"[48.892371898250424, 2.205548956990242]"
2020-02-08 12:44:01,daefe6b43555153750f1bbad45aa47946675a188,Victor Hugo - Ecoles,41402,yes,Operative,5,25,0,15,4,yes,no,"[48.80476007936134, 2.4180373930262093]"
2020-02-08 12:44:01,e90bd7d121a8aba50bdef6f2e0d2802944f46e0b,Hôpital Bégin,43003,yes,Operative,18,26,0,4,2,yes,no,"[48.84571672113014, 2.4272462725639348]"
2020-02-08 12:44:01,4db5461aa9d1d9a364aeb50793f5095fd28d5141,Stephenson - Doudeauville,18012,yes,Operative,34,36,0,1,1,yes,no,"[48.888537048944826, 2.3561610281467438]"
2020-02-08 12:44:01,afd2189d8ef80b32c9d8cb1f662055a16bd7d944,Jules Ferry - Faubourg du Temple Paris,11036,yes,Operative,49,58,0,5,1,yes,no,"[48.868397, 2.3678933]"
2020-02-08 12:44:01,6e300bf1c8c702a3f3e6bddc6d843a6d5e837670,Place de l'Édit de Nantes,19125,yes,Operative,24,30,0,0,6,yes,no,"[48.88879, 2.3785]"
2020-02-08 12:44:01,d84485a3f7376e52a28fb8d7eff69fbdea16264d,Anatole France - Louise Michel,23009,yes,Operative,43,50,0,4,3,yes,no,"[48.88873214926474, 2.2881576418876652]"
2020-02-08 12:44:01,0fc05af9536c6c6a89aa433fc014f92d78e29c38,Bourse du Travail,10011,yes,Operative,2,17,0,13,1,yes,no,"[48.868976638825686, 2.362343855202198]"
2020-02-08 12:44:01,27295e9b7522bb016f304a3970b5d9c9a361128c,Guynemer - Séverine,21313,yes,Operative,17,26,0,7,2,yes,no,"[48.83091743371036, 2.2790706530213356]"
2020-02-08 12:44:01,3994a87d2cfb08a7a6231951cc69996d67c0f300,Jean Macé - Faidherbe,11007,yes,Operative,33,63,0,24,6,yes,no,"[48.85337548425958, 2.3828620836138725]"
2020-02-08 12:44:01,7a79a1cba45011097f9f6a66dfafba96b5c32841,Gaston Roussel - Commune de Paris,32303,yes,Operative,21,29,0,8,0,yes,no,"[48.89432034553156, 2.432552274419542]"
2020-02-08 12:44:01,dfdfd7034950a745490aa7acd6379fdc1cd27f3b,Bienfaisance - Place de Narvik,8035,no,Operative,34,36,0,1,1,yes,no,"[48.87660163459077, 2.3129771277308464]"
2020-02-08 12:44:01,c5ffe38f7bf4f59e99f9a602533074e151122b23,Montgallet - Charenton,12027,yes,Operative,0,0,0,4,6,yes,no,"[48.84264777870052, 2.386164927813738]"
2020-02-08 12:44:01,8edaf0b379bb852785cd041293f8ac8234638363,Place Jacques Madaule,21305,no,Operative,13,25,0,8,4,yes,no,"[48.8239337873086, 2.2606918215751652]"
2020-02-08 12:44:01,7b5ce74f8b6b1fd41f032762f9e7be612e8fb430,Jacques Callot - Mazarine,6013,yes,Operative,0,0,0,7,1,yes,no,"[48.85528017533187, 2.337574325501919]"
2020-02-08 12:44:01,2ff39f51a81895e09592fa5d1ca2abcbca8bad3c,Parmentier - Hôpital Saint-Louis,10113,yes,Operative,1,2,0,6,3,yes,no,"[48.87137987425661, 2.369896383666685]"
2020-02-08 12:44:01,1f8439822cf410217c120afc6856cd53c1c466a4,Richard Wallace - Place du 8 Mai 1945,28001,yes,Operative,12,30,0,13,4,yes,no,"[48.87866794788021, 2.2420343756675725]"
2020-02-08 12:44:01,472ffa8d305b0574a1910e2279e625dcec20779a,Square Gilbert Thomain,26007,no,Operative,4,20,0,9,7,yes,no,"[48.90717373809284, 2.2695400938391685]"
2020-02-08 12:44:01,6ba63bac444f7671bee2f46801545fa57dfdf0e0,Basilique,32017,no,Work in progress,0,0,0,0,0,no,no,"[48.93626891059109, 2.3588666820200914]"
2020-02-08 12:44:01,539c34bfdb87f0ada8bd10a76262ee1350fd565b,Edouard Poisson - Victor Hugo,33018,yes,Operative,19,30,2,5,6,yes,no,"[48.91113914952997, 2.3792722821235657]"
2020-02-08 12:44:01,0cfab75ab76508527980d2f81711369dfd0b62a4,Faustin Hélie - Desbordes-Valmore,16111,no,Operative,25,32,0,3,4,yes,no,"[48.859403, 2.276522]"
2020-02-08 12:44:01,8efa2436558d9ce0161b9a8ece46d9ebaeb3b39b,Varenne,7015,yes,Operative,36,47,0,7,4,yes,no,"[48.8572026618033, 2.315277121961117]"
2020-02-08 12:44:01,d91b8491bba27e0b078ccc782b34b72783421fee,Porte de Vincennes,12115,no,Operative,27,33,0,2,4,yes,no,"[48.846454, 2.415514]"
2020-02-08 12:44:01,8cc4b1f694bd7c13e812800978cd253ae0ac459e,Flandre - Riquet,19005,yes,Operative,0,0,0,9,2,yes,no,"[48.888013281448345, 2.373759595522922]"
2020-02-08 12:44:01,5433d0fcb5429ae27053ebcfc63514a739b6e981,Place de la Porte de Châtillon,14021,yes,Operative,57,59,0,1,1,yes,no,"[48.8242469, 2.3186306]"
2020-02-08 12:44:01,00765ed0030a68a4cd46efdf45ed0a88e53f4f3e,Montreuil - Gonnet,11115,no,Operative,11,24,0,10,3,yes,no,"[48.85050056492107, 2.389085628786445]"
2020-02-08 12:44:01,8abf8eeda6d0200792c1372c2ea23bf8fccf52e5,Dupleix - du Guesclin,15025,yes,Operative,0,0,0,16,6,yes,no,"[48.85147910413369, 2.296709530055523]"
2020-02-08 12:44:01,5a0192304a7be9a8cb4c6eec6cf9851fee1a5fd7,Montgallet - Reuilly,12013,yes,Operative,7,16,0,6,3,yes,no,"[48.844291, 2.3896481]"
2020-02-08 12:44:01,5c8ed2984e0800fade9949e4727f6684056d5586,Quai d'Orsay - Invalides,7112,yes,Close,0,0,0,0,0,yes,no,"[48.863096900140626, 2.316989621020396]"
2020-02-08 12:44:01,fe2e8fd549bdfe41114ccbecbced4b5f889530dc,Place des Ternes,17045,yes,Operative,43,46,0,1,2,yes,no,"[48.878438631226516, 2.297727763652802]"
2020-02-08 12:44:01,20f0f3b0a9f088fff19d57db71cbb5c4d72f1cbd,Ancien Canal - Hélène Brion,35018,yes,Operative,15,23,0,4,4,yes,no,"[48.89484799296163, 2.4188338592648506]"
2020-02-08 12:44:01,2d2aafb21cd37434d7f8a303c1fee47f7b7aecd2,Departement - Pajol,18110,no,Operative,17,19,0,1,1,yes,no,"[48.886674849730184, 2.3613611608743668]"
2020-02-08 12:44:01,246bfbe6924dcca0877163a1c4a90a35dda3c10e,Mairie des Lilas,32602,yes,Operative,42,46,0,1,2,yes,no,"[48.8792834, 2.4160182]"
2020-02-08 12:44:01,6c4587af21d38ca0842b8ead524dde860065044d,Temple - Jean-Pierre Timbaud,11040,no,Operative,24,36,0,10,2,yes,no,"[48.864465972010244, 2.3660597205162053]"
2020-02-08 12:44:01,41364e0362e77b13c38b3288cd206e2d49df2c71,Fragonard - Porte de Clichy,17011,no,Operative,34,55,0,13,8,yes,no,"[48.89415563341899, 2.314389310777188]"
2020-02-08 12:44:01,1e0d4142084865327b68c8a187f4025206320a6b,Boulets - Voltaire,11009,no,Operative,18,24,0,4,2,yes,no,"[48.85218705621031, 2.389030158519745]"
2020-02-08 12:44:01,626b47c5c594ec5fff2e7410f36451914eb953ee,Place de Verdun,43402,no,Operative,17,40,0,19,4,yes,no,"[48.8202823, 2.473775]"
2020-02-08 12:44:01,6dddc39e27461eba431660da1543c2090c4022bd,Bayen - Pereire,17037,yes,Operative,0,0,0,7,2,yes,no,"[48.881804409079656, 2.2921088710427284]"
2020-02-08 12:44:01,4657228da7e8be05284df2a550f7ef0f77af5278,Gare de Courbevoie,24002,yes,Operative,25,31,0,4,2,yes,no,"[48.8993867, 2.2506506]"
2020-02-08 12:44:01,fd045908d382bf1f1bfe590eae12310362a8c489,Jardin d'Acclimatation,16121,yes,Operative,24,33,0,4,4,yes,no,"[48.878772242510465, 2.270772233605385]"
2020-02-08 12:44:01,e4556174a78739f7f9c278f5fd986537d6a5468f,Gare Montparnasse - René Mouchotte,14117,yes,Operative,0,0,0,5,26,yes,no,"[48.83920384329242, 2.320883944630623]"
2020-02-08 12:44:01,ef0f8e27d6247a6255140c2a28b62488bbd5d82e,Clignancourt - Sofia,18141,no,Operative,15,19,0,0,3,yes,no,"[48.88511992309783, 2.34719488842051]"
2020-02-08 12:44:01,a86aacb569fba7cbedc3b2d5b78f8ccd4aa41250,Paul Vaillant Couturier - Chaptal,23001,yes,Operative,35,39,0,1,2,yes,no,"[48.89347957618252, 2.277525365352631]"
2020-02-08 12:44:01,218be735445a056bb579c442c232256fe4751fb8,Vincent Auriol - Louise Weiss,13049,no,Operative,22,22,0,0,0,yes,no,"[48.83400193550147, 2.370388805866242]"
2020-02-08 12:44:01,cce2ab67408fd9bd40e99759622c252738e5d8ef,Gare de Laplace,41102,yes,Operative,36,43,0,3,4,yes,no,"[48.80893199114179, 2.3349460959434514]"
2020-02-08 12:44:01,8745174412d49f10a1ff54a8cea978d5dc76f643,Gambetta - Hôpital Tenon,20026,yes,Operative,1,1,0,1,3,yes,no,"[48.867925154026736, 2.400976623546542]"
2020-02-08 12:44:01,882d228102db76f86628e12ef5d455d87fe86e85,Quai de la Loire - Jean Jaurès,19004,yes,Operative,7,15,0,5,3,yes,no,"[48.88339733854529, 2.371074522980134]"
2020-02-08 12:44:01,1919e6cc036874c56d96dd3e523b2f91bbba3893,Gare de Lyon - Roland Barthes,12106,no,Operative,0,1,0,40,5,yes,no,"[48.84395729494058, 2.3790882155299187]"
2020-02-08 12:44:01,811b92a613208cfedf4c1199f80c83ba0bd50408,Route de Sèvres - Porte de Bagatelle,16124,yes,Operative,53,66,0,6,7,yes,no,"[48.87525984132485, 2.249415814876557]"
2020-02-08 12:44:01,6dff6e76d99e9d43c02e949828de96deefb2da18,Gare de Pont-Cardinet,17017,yes,Operative,30,34,0,2,2,yes,no,"[48.88713901475306, 2.314494143994255]"
2020-02-08 12:44:01,1f5fd76386a336d2beed671b09a41c68e9a97fdc,Bordier - Félix Faure,33003,no,Operative,30,48,0,11,7,yes,no,"[48.90390751882016, 2.3830059170722966]"
2020-02-08 12:44:01,6c0ec5b87e5a17687c23d64c07152970f69705f6,Charonne - Avron,20043,yes,Operative,3,3,0,2,2,yes,no,"[48.85160266522164, 2.398403047037931]"
2020-02-08 12:44:01,20d83e79f2f649377e2c40530fd1fb1f781f660f,Félix Faure - Sadi Carnot,33009,yes,Operative,0,2,1,9,6,yes,no,"[48.90812110228388, 2.378623187541962]"
2020-02-08 12:44:01,5b9aa577197e5e32104c04469e6fff49288e0032,Jussieu - Fossés Saint-Bernard,5021,yes,Operative,1,8,0,16,5,yes,no,"[48.84718551002347, 2.3534858599305153]"
2020-02-08 12:44:01,1b45e5f05ced45aa20f92310e1a04c9b4c02d74f,18 juin 1940 - Buzenval,25005,no,Operative,15,25,0,1,5,yes,no,"[48.868807, 2.185428]"
2020-02-08 12:44:01,0c9034dbcb15bd9445df032f72ef06dfd14829a9,Jean Colly - Tolbiac,13045,yes,Operative,28,36,0,2,6,yes,no,"[48.827817291597846, 2.3705490678548813]"
2020-02-08 12:44:01,5710aeabe2f63a15dbb0662b34360d82dc2e96c8,Porte de la Villette,19115,yes,Operative,21,27,0,2,4,yes,no,"[48.89835196548483, 2.386150136590004]"
2020-02-08 12:44:01,ce040f992322767b4c9cf65a91189bda8f2ab613,Ouest - Château,14034,yes,Operative,0,0,0,0,3,yes,no,"[48.83617286014242, 2.319392143923804]"
2020-02-08 12:44:01,c37d20df0cc3eb3f02516fa6e4ed085865d1b6ab,Place aux Étoiles,32010,yes,Operative,36,40,0,1,3,yes,no,"[48.91835629408464, 2.3523425683379173]"
2020-02-08 12:44:01,a86dbbb44ce1df5adfead5cca6c3ddc28e16e9b6,Flandrin - Henri Martin,16018,yes,Operative,16,18,0,0,2,yes,no,"[48.8643275, 2.2724174]"
2020-02-08 12:44:01,115cd320fc3447c9e0cba794eb2ed9fff03ec04d,Square Cambronne,15010,yes,Operative,36,56,0,15,4,yes,no,"[48.847566545259745, 2.3025691509246826]"
2020-02-08 12:44:01,33de90e02f21d55e74ff789ff325b87b5f11ab83,Pirogues de Bercy - Libourne,12034,yes,Operative,40,49,0,2,7,yes,no,"[48.832308, 2.38637]"
2020-02-08 12:44:01,123384c2951508bf4937dc4be5dfb991a14aefca,Assemblée Nationale,7009,yes,Operative,56,63,0,5,1,yes,no,"[48.86141101465194, 2.320121418520769]"
2020-02-08 12:44:01,3f42bd759c1c4d11315180b83e8ebe2bf7e6c0c1,Saint-Cloud - Hippodrome,16138,no,Work in progress,0,0,0,0,0,no,no,"[48.858340942100696, 2.258151769638062]"
2020-02-08 12:44:01,fe5bef60842317b79d36821e6f820be3887522d2,Mairie de La Garenne Colombes,22505,no,Operative,10,22,0,8,4,yes,no,"[48.906475, 2.246955]"
2020-02-08 12:44:01,bc07c383d943a9a2b35493243d2e734cc8803d08,Alexandre Dumas - Voltaire,11102,no,Operative,49,59,0,5,5,yes,no,"[48.85288867036487, 2.389147640809553]"
2020-02-08 12:44:01,7b6a54a1ec67666eb282d8d8e7289b04f1b0fc9b,Commandant Rivière,8033,yes,Operative,24,27,0,1,2,yes,no,"[48.872933, 2.309796]"
2020-02-08 12:44:01,84e29ecf036b3a83e6845ec22a43540dda26a763,Place Jean-Baptiste Clément,42707,no,Operative,16,25,0,5,4,yes,no,"[48.81240466867336, 2.3617091774940495]"
2020-02-08 12:44:01,a12577934c65f2e632ddf211a970e17f5f9d9b45,Porte d'Auteuil,16034,no,Operative,3,3,0,4,7,yes,no,"[48.8479394142243, 2.2608396783471107]"
2020-02-08 12:44:01,42bb717e67c9bc86dc9d1422b22304523ff2c5d8,Sarrette - Général Leclerc,14019,no,Operative,20,22,0,0,0,yes,no,"[48.82503085292528, 2.326412869398186]"
2020-02-08 12:44:01,32708c1643c38782058704975bfc9203aed5a109,Dugommier,12029,yes,Operative,30,55,0,17,8,yes,no,"[48.8388110488154, 2.38965779542923]"
2020-02-08 12:44:01,328ba86b583e6b86f12acdb89959126dbf029163,Réunion - Avron,20132,no,Operative,9,25,0,9,6,yes,no,"[48.852566752033766, 2.403928068708116]"
2020-02-08 12:44:01,fbeae18eaee63558e38ddc7f8ce4bb2c0aef5ad1,Claude Bernard - Arbalète,5114,no,Operative,7,17,0,6,3,yes,no,"[48.83976676978202, 2.347510904073715]"
2020-02-08 12:44:01,fd918974007085f207a42e9f2f377130f2e5b38b,Square des Saint-Simoniens,20119,no,Operative,16,25,0,0,8,yes,no,"[48.8701796, 2.3967273]"
2020-02-08 12:44:01,9f03d2dc88c1bef8a5f6bfdcf39b60870801d299,Petit - Manin,19019,yes,Operative,13,22,0,5,4,yes,no,"[48.88650687534334, 2.3938155401308374]"
2020-02-08 12:44:01,bcf80e21d91e7a920be94691564f9e68761797c2,Ernest Renan - Parc des Expositions,15126,no,Operative,0,0,0,4,3,yes,no,"[48.83089757010408, 2.2853584215044975]"
2020-02-08 12:44:01,ebe2fd17a9cadba3ce3316016499e36b8ebf2f91,Place des Marseillais,42207,yes,Operative,25,37,0,8,3,yes,no,"[48.82663907252554, 2.4059280753135686]"
2020-02-08 12:44:01,f22bcacd7b816a5c64a599cc2718954f95543926,Charenton - Wattignies,12030,no,Operative,4,33,0,22,7,yes,no,"[48.83667579640627, 2.391795855555629]"
2020-02-08 12:44:01,c446275c00edb170ef03a597203ba7a5846a2bec,Gare Rosny-Bois-Perrier,31103,yes,Operative,17,36,0,10,9,yes,no,"[48.88115023337061, 2.480436824262142]"
2020-02-08 12:44:01,e16fa0aefc3e14f01eaecf93b52089d2a30a6d7a,Chanzy - Sud-Est,92003,no,Operative,20,25,0,3,2,yes,no,"[48.888912037698766, 2.195632159709931]"
2020-02-08 12:44:01,c4bd49b2b71eb7d8a993128302f20065c0f0ffee,Jussieu - Guy de la Brosse,5119,no,Operative,35,40,0,4,1,yes,no,"[48.845665, 2.355653]"
2020-02-08 12:44:01,b00ed943499181f4f8c8e5f58d75812ac6c128d5,Bastille - Biscornet,12001,yes,Operative,2,2,0,13,0,yes,no,"[48.851355779578945, 2.369220033288002]"
2020-02-08 12:44:01,457725ea595570283cf9bfaf5560676a52a048bf,Jean Lolive - Parc Stalingrad,35009,yes,Operative,18,23,0,3,2,yes,no,"[48.89206174403158, 2.4091735482215886]"
2020-02-08 12:44:01,7729a1f9525c7333200df93a68a6e430549f94ab,Champeaux - Gallieni,31705,yes,Operative,42,50,0,2,6,yes,no,"[48.864459134684644, 2.4161778017878532]"
2020-02-08 12:44:01,dec2961e2a6a70c6d7e80ab33cb89177b5cc4c17,Courcelles - Place des Ternes,8055,no,Operative,28,31,0,3,0,yes,no,"[48.878199928923124, 2.2992860188665043]"
2020-02-08 12:44:01,52abe48bb10eaa06a94a2ef9d80435f81c07b9e9,Gare Saint-Lazare - Cour du Havre,8002,yes,Operative,2,44,0,34,6,yes,no,"[48.87567440085132, 2.3265598341822624]"
2020-02-08 12:44:01,c449ceeeee81985a5459506e44393ccd6e903922,Victor Hugo - Magasins Généraux,33001,no,Operative,17,34,0,12,5,yes,no,"[48.903281401126755, 2.368072383105755]"
2020-02-08 12:44:01,155bfa4aae48bba98a28266f0a8c8295cf6c04f3,Parc Pierre Lagravère,27002,no,Operative,16,30,0,4,10,yes,no,"[48.92650488131725, 2.239069678491417]"
2020-02-08 12:44:01,53d27342fe046a31bad5dfb33bcb8d9427a9d42c,Guichet - Jean Jaurès,21109,no,Operative,15,28,0,12,1,yes,no,"[48.905169868129036, 2.3023840785026555]"
2020-02-08 12:44:01,19770c356916a41b958a10c54911d26e7c0f026a,Evariste Galois,20120,no,Operative,20,30,0,1,8,yes,no,"[48.87308753734472, 2.4133380129933357]"
2020-02-08 12:44:01,bf7fa3e6e4c6873be7e5bcb48e009f10a95fb118,Parvis Robert Schuman - Roger Salengro,23701,no,Operative,12,24,0,5,7,yes,no,"[48.812657470558754, 2.1921751275658607]"
2020-02-08 12:44:01,7bae9236728c5e05830d68970e4f1ec123ad1f6d,Verdun - Place Henri IV,21502,yes,Operative,21,26,0,2,3,yes,no,"[48.870797375639214, 2.2277003154158592]"
2020-02-08 12:44:01,80b34e26717036ade9d0edf51cb70056d68b0d48,Longchamp - Suresnes,16140,no,Work in progress,0,0,0,0,0,no,no,"[48.86300828622305, 2.240828142726961]"
2020-02-08 12:44:01,9421b3055cf0b6246d0ded6c09610668d9f10f5b,Edgar Quinet - Gaité,14001,yes,Operative,0,0,0,6,6,yes,no,"[48.84116092896631, 2.32459545135498]"
2020-02-08 12:44:01,3caf386dfc850f9788875ee4ec5c4d6471392476,Place Carnot,31012,yes,Operative,13,25,0,6,5,yes,no,"[48.85593932186797, 2.441531717777252]"
2020-02-08 12:44:01,cd02b8ebb497943ae4cd4bd2bdc4a2369e695bae,Gravelle - Route du Bac,12126,yes,Operative,37,51,0,13,1,yes,no,"[48.824407, 2.418455]"
2020-02-08 12:44:01,de306969f1f8a98d550cbfed7d8dc437faef7ca9,René Boulanger - Lancry,10001,yes,Operative,52,62,0,7,3,yes,no,"[48.8685433, 2.3600032]"
2020-02-08 12:44:01,e3cbf1fe360024e05b39087943090181ad2a5aff,Ceinture du Lac Inferieure - Saint-Cloud,16129,yes,Operative,27,42,0,3,11,yes,no,"[48.86218070933143, 2.2617871686816216]"
2020-02-08 12:44:01,fd4241bdc19c1aa84285a04d5fe2b395f93e6389,Anatole France - Jean Lolive,35019,yes,Operative,26,28,0,0,1,yes,no,"[48.8949922, 2.4253764]"
2020-02-08 12:44:01,d1d083c269628e168b01f623735aece9755a09ca,Boyer-Barret - Raymond Losserand,14104,yes,Operative,20,23,0,1,1,yes,no,"[48.83329880233322, 2.3173383995890617]"
2020-02-08 12:44:01,8152c915b7cc33a9d52a4acdcef8392ce4aeec01,Piat - Parc de Belleville,20113,no,Operative,18,21,0,1,2,yes,no,"[48.87195626635528, 2.384981390278095]"
2020-02-08 12:44:01,75ab21a428b2e0b2fd31ff3ce24bfd60094130a2,Place Valhubert,5116,yes,Operative,13,37,0,13,11,yes,no,"[48.844182577315166, 2.3640366643667217]"
2020-02-08 12:44:01,5aeb17dae7995abbdbd59d2c6f405e5004e4aa73,Lagny - Joffre,41604,no,Operative,25,31,0,4,1,yes,no,"[48.84930687084088, 2.417949736118317]"
2020-02-08 12:44:01,418ba887ced150cc218104e21813df6381235bb0,Parc Monceau,17018,no,Operative,17,18,0,0,1,yes,no,"[48.88107791412864, 2.3095492646098137]"
2020-02-08 12:44:01,608d231fb11bb58834e9f4e6438aede9a2ae6fd0,Porte d'Orléans,14018,yes,Operative,45,48,0,1,1,yes,no,"[48.8227639, 2.3249313]"
2020-02-08 12:44:01,ebb9da65066620e3a4226899831c7a1b73d0d7d6,Place Falguière,15017,no,Operative,0,0,0,2,3,yes,no,"[48.83629973941847, 2.3104464635252953]"
2020-02-08 12:44:01,c508866979f98d63559b7430919fdfd02776e594,Vignerons - Minimes,43006,yes,Operative,19,24,0,1,5,yes,no,"[48.841486, 2.430793]"
2020-02-08 12:44:01,78a91cdfbb614bde8d75fcdfa839e7b65c1767de,Emeriau - Place de Brazzaville,15029,yes,Operative,44,51,0,2,5,yes,no,"[48.850785261674964, 2.2871585190296173]"
2020-02-08 12:44:01,a48f8393db41084d7dfd7ba826572ba4f2aa8cf4,Gare d'Austerlitz - Quai Saint-Bernard,13104,yes,Operative,1,27,0,19,7,yes,no,"[48.84369030863996, 2.3657163977622986]"
2020-02-08 12:44:01,fa6200df09062279d7421f3a671eae644f7461cf,Sommerard - Saint-Jacques,5002,yes,Operative,14,34,0,15,5,yes,no,"[48.850310432924466, 2.345015835298588]"
2020-02-08 12:44:01,f10e9815fb4f90e567b2eea0190ba8ff90b27cc8,Tardieu - Chappe,18005,no,Operative,13,18,0,1,3,yes,no,"[48.88414675978186, 2.3418454080820084]"
2020-02-08 12:44:01,2a84588e03cb9f1a49903edec93a69e0ee4f5640,Petites Ecuries - Faubourg Poissonnière,10005,no,Operative,14,18,0,3,1,yes,no,"[48.87397217237368, 2.348388757504776]"
2020-02-08 12:44:01,039d38959f7841cadbde40df73e37fa9c52cf679,Gare de Bercy,12024,yes,Operative,0,2,0,17,9,yes,no,"[48.839794573905685, 2.382606603205204]"
2020-02-08 12:44:01,1ae4711e4bfb6fe94788241e06b61387e2c60847,Pierre Ginier - Clichy,18045,yes,Operative,13,16,0,1,1,yes,no,"[48.8867667, 2.326228]"
2020-02-08 12:44:01,7d362b219b9c72f6f96270be5e3d35ec20afa76a,Batignolles - Place de Clichy,8012,yes,Operative,39,47,0,6,2,yes,no,"[48.88347453575669, 2.326493114233017]"
2020-02-08 12:44:01,272e48f187760798f359cae93a641a4b3816eda4,Francoeur - Marcadet,18020,yes,Operative,13,20,0,7,0,yes,no,"[48.89104123261663, 2.340014585442034]"
2020-02-08 12:44:01,a8739474cc77b871bbbc90139d9a69a36992bfbd,Henri Chevreau - Couronnes,20136,yes,Operative,27,27,0,0,0,yes,no,"[48.87033205312931, 2.388777695596218]"
2020-02-08 12:44:01,3c67ae3390bd004f7d4fc53faec39aad62469090,Pascal - Claude Bernard,5026,yes,Operative,35,49,0,9,5,yes,no,"[48.839061952159746, 2.3499782010912895]"
2020-02-08 12:44:01,bb4499538971997f55b3d6e929c4525ce8223b42,Clichy - Lechapelais,17123,no,Work in progress,0,0,0,0,0,no,no,"[48.89939206706263, 2.3319420218467712]"
2020-02-08 12:44:01,a4b0af93bae151a38d7dda04e760a27cf6f0b3c6,Place Léon Gambetta,42023,yes,Operative,1,10,0,16,1,yes,no,"[48.81461250235386, 2.4029293656349187]"
2020-02-08 12:44:01,0cf3ab7d169358c5a81b7a00e416d440d6a47840,Université,92004,yes,Operative,13,20,0,5,2,yes,no,"[48.901365, 2.212693]"
2020-02-08 12:44:01,4281d484b735f0101f2eb3e112bab9dfff037a7a,Lamennais - Washington,8102,no,Operative,22,26,0,1,3,yes,no,"[48.87352990026496, 2.303444892168045]"
2020-02-08 12:44:01,1b830310e7308f13fcdbc93e65e552250b801b16,Lauriston - Copernic,16006,no,Operative,15,19,0,1,3,yes,no,"[48.86926, 2.289918]"
2020-02-08 12:44:01,bb1b6cf466df0813385657c8da827f97ac3328ae,Pierre Grenier - Pont de Billancourt,21013,no,Operative,20,21,0,1,0,yes,no,"[48.8258020742942, 2.2487989068031315]"
2020-02-08 12:44:01,660bd51b2b0d39656e949fcd8ea5c1c2c7b50b0c,Carrefour Pleyel,32012,yes,Operative,24,36,0,7,5,yes,no,"[48.92034156960326, 2.3438543826341625]"
2020-02-08 12:44:01,065ecf3fd20f160bb73f0832224cb22ee460f2ce,Vasco de Gama,15055,no,Operative,31,53,0,18,5,yes,no,"[48.83671783466264, 2.283664085650799]"
2020-02-08 12:44:01,acefd6163654b3602863628aba3a5b08fdf60508,Bineau - Louise Michel,23011,no,Operative,0,0,0,7,2,yes,no,"[48.88666162206972, 2.2843274474143986]"
2020-02-08 12:44:01,12c9b9fb65ee24a22682fa1e77e99634c92eb21d,Professeur René Leriche - Général Leclerc,21111,yes,Operative,39,50,0,4,7,yes,no,"[48.90782845483013, 2.307887971401215]"
2020-02-08 12:44:01,2f46b1443d1be36fd93d337047624b12e92ba204,Bara - Henri Farman,21308,no,Operative,29,35,0,2,3,yes,no,"[48.833218027457846, 2.2677567601203923]"
